age,age_group,bmi,bmi_category,calories,duration,heart_rate,height,weight,Intensity Index,Calorie per kg,Gender,Gender Numeric,scaled_intensity_index,Age group 10 year,Intensity Level,duration_bin,heart_rate_bin
31,30-35,24.73246136,Normal,35.0,9,84,145,52,5.451593529,0.673076923,Female,1,1.227686256,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
22,18-23,23.80879705,Normal,40.0,15,87,181,78,11.52544793,0.512820513,Male,0,1.50669364,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
22,18-23,21.33821064,Normal,7.0,2,82,162,56,1.227263623,0.125,Female,1,1.033638266,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
38,36-41,23.10843458,Normal,26.0,5,96,169,66,3.899538434,0.393939394,Female,1,1.156391358,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
35,30-35,23.80732249,Normal,66.0,12,98,200,103,11.93509648,0.640776699,Male,0,1.525511175,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
23,18-23,22.23098713,Normal,114.0,23,96,167,62,17.38580939,1.838709677,Female,1,1.775894053,15-24,Very Low,21-30 min,Moderate (80-99 bpm)
61,60-65,23.22543185,Normal,140.0,21,106,166,64,17.808,2.1875,Female,1,1.795287718,55-64,Very Low,21-30 min,High (100-119 bpm)
51,48-53,24.1671624,Normal,112.0,17,107,164,65,14.66524684,1.723076923,Female,1,1.650922826,45-54,Very Low,11-20 min,High (100-119 bpm)
24,18-23,23.1385071,Normal,149.0,24,106,147,50,17.98879651,2.98,Female,1,1.803592751,15-24,Very Low,21-30 min,High (100-119 bpm)
56,54-59,25.15315023,Overweight,30.0,6,91,157,62,4.299208299,0.483870968,Female,1,1.174750514,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
28,24-29,23.24340802,Normal,55.0,12,92,162,61,8.622515642,0.901639344,Female,1,1.373345112,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
26,24-29,24.69864963,Normal,154.0,29,101,193,92,28.09398106,1.673913043,Male,0,2.267782526,25-34,Low,21-30 min,High (100-119 bpm)
52,48-53,22.40587695,Normal,174.0,27,105,165,61,22.14205783,2.852459016,Female,1,1.994376148,45-54,Very Low,21-30 min,High (100-119 bpm)
40,36-41,21.22788762,Normal,33.0,8,84,155,51,4.799039904,0.647058824,Female,1,1.197710681,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
49,48-53,24.38237298,Normal,188.0,29,107,167,68,25.58799351,2.764705882,Female,1,2.152667973,45-54,Low,21-30 min,High (100-119 bpm)
55,54-59,26.91272587,Overweight,34.0,7,86,200,112,6.370969157,0.303571429,Male,0,1.269918514,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
79,78-83,27.10204082,Overweight,90.0,14,93,175,83,11.86178452,1.084337349,Male,0,1.522143531,75-80,Very Low,11-20 min,Moderate (80-99 bpm)
39,36-41,26.8809517,Overweight,10.0,3,84,187,94,2.443230648,0.106382979,Male,0,1.089494689,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
60,54-59,25.47521066,Overweight,149.0,22,100,189,91,20.98666243,1.637362637,Male,0,1.941302132,55-64,Very Low,21-30 min,High (100-119 bpm)
47,42-47,22.86253448,Normal,74.0,13,99,166,63,10.21524581,1.174603175,Female,1,1.446508452,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
38,36-41,23.56663223,Normal,29.0,8,83,176,73,5.673218487,0.397260274,Female,1,1.237866777,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
57,54-59,21.90758246,Normal,31.0,6,92,157,54,4.056355014,0.574074074,Female,1,1.163594853,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
44,42-47,25.96454217,Overweight,140.0,25,99,157,64,19.8,2.1875,Female,1,1.886791839,35-44,Very Low,21-30 min,Moderate (80-99 bpm)
56,54-59,25.66115203,Overweight,35.0,6,96,182,85,5.310457607,0.411764706,Male,0,1.221203064,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
35,30-35,24.44727891,Normal,142.0,24,104,168,69,20.73333316,2.057971014,Female,1,1.929665248,35-44,Very Low,21-30 min,High (100-119 bpm)
26,24-29,21.71925011,Normal,28.0,6,92,162,57,4.167508608,0.49122807,Female,1,1.168700783,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
56,54-59,27.18089991,Overweight,129.0,25,93,165,74,20.00040625,1.743243243,Male,0,1.895997662,55-64,Very Low,21-30 min,Moderate (80-99 bpm)
51,48-53,25.64024297,Overweight,7.0,3,75,181,84,2.062159063,0.083333333,Male,0,1.07198986,45-54,Very Low,0-10 min,Low (<=79 bpm)
29,24-29,23.76641014,Normal,70.0,16,95,188,84,13.93103011,0.833333333,Male,0,1.61719599,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
77,72-77,26.03878116,Overweight,132.0,18,98,190,94,17.10261454,1.404255319,Male,0,1.76288527,75-80,Very Low,11-20 min,Moderate (80-99 bpm)
37,36-41,23.33546614,Normal,149.0,26,101,163,62,20.67714468,2.403225806,Female,1,1.927084185,35-44,Very Low,21-30 min,High (100-119 bpm)
28,24-29,23.99121286,Normal,155.0,26,106,186,83,25.10835494,1.86746988,Male,0,2.13063539,25-34,Low,21-30 min,High (100-119 bpm)
60,54-59,24.28097534,Normal,225.0,30,115,171,71,29.07021672,3.169014085,Female,1,2.312626695,55-64,Low,21-30 min,High (100-119 bpm)
30,24-29,24.08822312,Normal,60.0,14,89,163,64,9.968,0.9375,Female,1,1.435151017,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
30,24-29,26.83600808,Overweight,24.0,8,83,194,101,6.673117412,0.237623762,Male,0,1.283797937,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
31,30-35,25.76177285,Overweight,13.0,3,93,190,93,2.690578562,0.139784946,Male,0,1.100856814,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
35,30-35,24.17897757,Normal,170.0,23,112,194,91,24.57347383,1.868131868,Male,0,2.106065196,35-44,Low,21-30 min,High (100-119 bpm)
65,60-65,24.76756592,Normal,70.0,12,98,162,65,9.481215112,1.076923077,Female,1,1.412790162,65-74,Very Low,11-20 min,Moderate (80-99 bpm)
63,60-65,25.76683753,Overweight,153.0,21,102,191,94,20.76746051,1.627659574,Male,0,1.931232916,55-64,Very Low,21-30 min,High (100-119 bpm)
35,30-35,27.25088745,Overweight,28.0,7,92,167,76,5.614261839,0.368421053,Male,0,1.235158555,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
57,54-59,24.65483235,Normal,76.0,14,95,156,60,10.3021357,1.266666667,Female,1,1.450499809,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
76,72-77,23.7953599,Normal,16.0,4,78,164,64,2.496,0.25,Female,1,1.091918692,75-80,Very Low,0-10 min,Low (<=79 bpm)
69,66-71,26.82445759,Overweight,147.0,22,95,195,102,21.10796532,1.441176471,Male,0,1.946874278,65-74,Very Low,21-30 min,Moderate (80-99 bpm)
23,18-23,25.5036157,Overweight,58.0,13,98,176,79,11.32355969,0.734177215,Male,0,1.497419741,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
22,18-23,24.11150746,Normal,110.0,20,103,174,73,17.60064772,1.506849315,Female,1,1.785762825,15-24,Very Low,11-20 min,High (100-119 bpm)
21,18-23,26.03550296,Overweight,136.0,26,101,195,99,26.1283701,1.373737374,Male,0,2.177490606,15-24,Low,21-30 min,High (100-119 bpm)
70,66-71,25.35154137,Overweight,54.0,10,90,172,75,7.794228634,0.72,Male,0,1.335297082,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
42,36-41,26.58420139,Overweight,17.0,4,88,192,98,3.484622218,0.173469388,Male,0,1.137331848,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
47,42-47,23.82271468,Normal,27.0,6,90,190,86,5.007753988,0.313953488,Male,0,1.20729813,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
34,30-35,24.1516725,Normal,240.0,29,120,182,80,31.12606625,3.0,Male,0,2.407063796,25-34,Low,21-30 min,Very High (120+ bpm)
31,30-35,25.18107741,Overweight,27.0,7,90,188,89,5.943408113,0.303370787,Male,0,1.250278154,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
55,54-59,26.51448196,Overweight,73.0,15,87,199,105,13.37227075,0.695238095,Male,0,1.59152893,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
27,24-29,24.4140625,Normal,48.0,11,95,192,90,9.913740465,0.533333333,Male,0,1.432658562,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
46,42-47,23.33768443,Normal,190.0,28,109,159,59,23.44285682,3.220338983,Female,1,2.054129395,45-54,Low,21-30 min,High (100-119 bpm)
51,48-53,22.58955144,Normal,185.0,26,112,167,63,23.11328345,2.936507937,Female,1,2.038990178,45-54,Low,21-30 min,High (100-119 bpm)
72,66-71,25.20920136,Overweight,28.0,6,87,169,72,4.429316877,0.388888889,Female,1,1.180727156,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
27,24-29,27.17391304,Overweight,6.0,2,85,184,92,1.630582718,0.065217391,Male,0,1.052165053,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
56,54-59,26.58875091,Overweight,158.0,23,102,185,91,22.37941367,1.736263736,Male,0,2.00527928,55-64,Low,21-30 min,High (100-119 bpm)
38,36-41,24.67550027,Normal,40.0,10,91,172,73,7.775043408,0.547945205,Male,0,1.334415794,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
55,54-59,22.98539751,Normal,127.0,23,97,172,68,18.3972973,1.867647059,Female,1,1.822357564,55-64,Very Low,21-30 min,Moderate (80-99 bpm)
25,24-29,24.59321113,Normal,110.0,26,95,187,86,22.90583768,1.279069767,Male,0,2.02946099,25-34,Low,21-30 min,Moderate (80-99 bpm)
43,42-47,21.09375,Normal,27.0,6,87,160,54,3.835900937,0.5,Female,1,1.153468118,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
69,66-71,24.44468062,Normal,182.0,22,107,194,92,22.57877481,1.97826087,Male,0,2.014437094,65-74,Low,21-30 min,High (100-119 bpm)
22,18-23,25.390625,Overweight,68.0,13,99,160,65,10.37612572,1.046153846,Female,1,1.4538986,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
28,24-29,23.93606231,Normal,153.0,23,111,157,59,19.60996509,2.593220339,Female,1,1.878062433,25-34,Very Low,21-30 min,High (100-119 bpm)
25,24-29,25.86451247,Overweight,77.0,15,103,168,73,13.20048579,1.054794521,Male,0,1.58363785,25-34,Very Low,11-20 min,High (100-119 bpm)
21,18-23,21.67125803,Normal,183.0,27,113,165,59,23.43517568,3.101694915,Female,1,2.053776556,15-24,Low,21-30 min,High (100-119 bpm)
22,18-23,24.05693475,Normal,167.0,28,107,173,72,25.421903,2.319444444,Female,1,2.145038472,15-24,Low,21-30 min,High (100-119 bpm)
51,48-53,22.30814991,Normal,96.0,19,92,164,60,13.53994978,1.6,Female,1,1.599231401,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
43,42-47,26.58918341,Overweight,233.0,26,119,191,97,30.47236604,2.402061856,Male,0,2.377035551,35-44,Low,21-30 min,High (100-119 bpm)
25,24-29,23.54570637,Normal,41.0,13,82,190,85,9.828034391,0.482352941,Female,1,1.428721584,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
21,18-23,25.15589569,Overweight,3.0,3,78,168,71,1.971719047,0.042253521,Male,0,1.067835425,15-24,Very Low,0-10 min,Low (<=79 bpm)
45,42-47,24.96711321,Normal,27.0,6,90,193,93,5.207571411,0.290322581,Male,0,1.216476904,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
29,24-29,23.29122996,Normal,63.0,13,96,183,78,11.02203756,0.807692308,Female,1,1.48356908,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
51,48-53,24.4140625,Normal,47.0,10,89,192,90,8.443281353,0.522222222,Male,0,1.365111841,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
40,36-41,24.15881797,Normal,153.0,23,110,169,69,21.01575837,2.217391304,Female,1,1.942638677,35-44,Very Low,21-30 min,High (100-119 bpm)
44,42-47,22.30814991,Normal,145.0,23,105,164,60,18.70650956,2.416666667,Female,1,1.836561477,35-44,Very Low,21-30 min,High (100-119 bpm)
60,54-59,24.28097534,Normal,115.0,20,96,171,71,16.17820756,1.61971831,Male,0,1.720421893,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
21,18-23,22.0603538,Normal,17.0,4,88,155,53,2.562598681,0.320754717,Female,1,1.094977956,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
38,36-41,26.64359862,Overweight,137.0,19,112,170,77,18.67312422,1.779220779,Male,0,1.835027895,35-44,Very Low,11-20 min,High (100-119 bpm)
22,18-23,24.59321113,Normal,37.0,11,90,187,86,9.180882311,0.430232558,Male,0,1.398994133,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
41,36-41,24.02380867,Normal,133.0,22,104,167,67,18.72808714,1.985074627,Female,1,1.837552661,35-44,Very Low,21-30 min,High (100-119 bpm)
62,60-65,25.18257366,Overweight,43.0,8,87,200,110,7.299709583,0.390909091,Male,0,1.312580952,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
44,42-47,24.23822715,Normal,161.0,23,111,152,56,19.10490262,2.875,Female,1,1.854861983,35-44,Very Low,21-30 min,High (100-119 bpm)
39,36-41,21.09375,Normal,22.0,5,88,160,54,3.23332646,0.407407407,Female,1,1.125788375,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
32,30-35,23.922423,Normal,26.0,7,82,153,56,4.29542268,0.464285714,Female,1,1.174576619,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
43,42-47,25.9043101,Overweight,15.0,5,81,179,83,3.6897256,0.180722892,Male,0,1.146753437,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
60,54-59,26.31293403,Overweight,66.0,17,80,192,97,13.39444661,0.680412371,Male,0,1.592547596,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
25,24-29,23.09540901,Normal,11.0,3,85,179,74,2.193592943,0.148648649,Female,1,1.07802738,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
74,72-77,25.69706994,Overweight,150.0,20,101,184,87,18.84130569,1.724137931,Male,0,1.842753446,65-74,Very Low,11-20 min,High (100-119 bpm)
27,24-29,22.64219297,Normal,23.0,5,93,182,75,4.027018128,0.306666667,Female,1,1.16224724,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
45,42-47,25.0995016,Overweight,25.0,6,86,167,70,4.317165737,0.357142857,Female,1,1.175575404,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
54,48-53,24.22145329,Normal,25.0,6,84,170,70,4.216766534,0.357142857,Female,1,1.170963485,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
56,54-59,22.83287935,Normal,24.0,6,81,158,57,3.669219536,0.421052632,Female,1,1.145811474,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
63,60-65,26.17383255,Overweight,57.0,11,90,177,82,8.964831287,0.695121951,Male,0,1.389069656,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
44,42-47,27.37966468,Overweight,15.0,5,82,172,81,3.69,0.185185185,Male,0,1.146766041,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
51,48-53,23.45679012,Normal,33.0,8,86,180,76,5.997844946,0.434210526,Female,1,1.252778754,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
34,30-35,21.19274242,Normal,166.0,26,107,164,57,21.0036394,2.912280702,Female,1,1.942081983,25-34,Very Low,21-30 min,High (100-119 bpm)
36,30-35,24.21229339,Normal,114.0,20,103,176,75,17.84012332,1.52,Male,0,1.796763329,35-44,Very Low,11-20 min,High (100-119 bpm)
60,54-59,25.38146854,Overweight,34.0,8,84,183,85,6.195533875,0.4,Male,0,1.261859754,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
45,42-47,23.66524436,Normal,126.0,23,98,167,66,18.31158256,1.909090909,Female,1,1.818420188,45-54,Very Low,21-30 min,Moderate (80-99 bpm)
23,18-23,26.04095282,Overweight,134.0,23,105,191,95,23.53850834,1.410526316,Male,0,2.058523225,15-24,Low,21-30 min,High (100-119 bpm)
57,54-59,23.66143862,Normal,179.0,28,105,172,70,24.59780478,2.557142857,Female,1,2.107182858,55-64,Low,21-30 min,High (100-119 bpm)
27,24-29,23.30668005,Normal,197.0,29,113,167,65,26.42001864,3.030769231,Female,1,2.190887716,25-34,Low,21-30 min,High (100-119 bpm)
29,24-29,23.80879705,Normal,129.0,23,104,181,78,21.12557199,1.653846154,Male,0,1.947683054,25-34,Very Low,21-30 min,High (100-119 bpm)
71,66-71,24.5,Normal,234.0,27,108,200,98,28.86692724,2.387755102,Male,0,2.30328843,65-74,Low,21-30 min,High (100-119 bpm)
71,66-71,24.91531592,Normal,84.0,18,89,189,89,15.11323777,0.943820225,Female,1,1.67150165,65-74,Very Low,11-20 min,Moderate (80-99 bpm)
35,30-35,26.45053265,Overweight,61.0,12,94,200,109,11.77666574,0.559633028,Male,0,1.518233532,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
62,60-65,25.21735858,Overweight,183.0,28,105,163,67,24.06493715,2.731343284,Female,1,2.082705155,55-64,Low,21-30 min,High (100-119 bpm)
21,18-23,23.93606231,Normal,192.0,28,114,157,59,24.51821723,3.254237288,Female,1,2.10352694,15-24,Low,21-30 min,High (100-119 bpm)
27,24-29,23.922423,Normal,50.0,13,84,153,56,8.171779733,0.892857143,Female,1,1.352640196,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
22,18-23,25.5036157,Overweight,29.0,9,90,176,79,7.199437478,0.367088608,Male,0,1.307974873,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
51,48-53,24.50894577,Normal,50.0,9,98,169,70,7.379341434,0.714285714,Female,1,1.316238905,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
62,60-65,24.30248706,Normal,78.0,16,91,178,77,12.77634815,1.012987013,Female,1,1.564154747,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
46,42-47,24.53512397,Normal,32.0,10,83,176,76,7.235772246,0.421052632,Male,0,1.309643939,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
23,18-23,24.24242424,Normal,62.0,13,95,165,66,10.03318743,0.939393939,Female,1,1.438145454,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
38,36-41,26.29848784,Overweight,140.0,21,105,195,100,22.05,1.4,Male,0,1.990147398,35-44,Very Low,21-30 min,High (100-119 bpm)
22,18-23,22.43230252,Normal,161.0,26,107,158,56,20.8185817,2.875,Female,1,1.933581209,15-24,Very Low,21-30 min,High (100-119 bpm)
45,42-47,26.5514369,Overweight,261.0,29,118,196,102,34.5605059,2.558823529,Male,0,2.564827542,45-54,Low,21-30 min,High (100-119 bpm)
22,18-23,25.0,Normal,98.0,21,102,160,64,17.136,1.53125,Male,0,1.764418858,15-24,Very Low,21-30 min,High (100-119 bpm)
68,66-71,25.25951557,Overweight,32.0,6,93,170,73,4.76755409,0.438356164,Female,1,1.196264355,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
28,24-29,25.25187457,Overweight,184.0,28,108,197,98,29.93607269,1.87755102,Male,0,2.352400485,25-34,Low,21-30 min,High (100-119 bpm)
25,24-29,22.86236854,Normal,15.0,4,84,162,60,2.602644809,0.25,Female,1,1.096817507,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
24,18-23,21.87755102,Normal,140.0,24,105,175,67,20.62708899,2.089552239,Female,1,1.924784837,15-24,Very Low,21-30 min,High (100-119 bpm)
53,48-53,22.94811574,Normal,38.0,8,89,167,64,5.696,0.59375,Female,1,1.238913264,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
69,66-71,26.0351054,Overweight,235.0,30,104,189,93,30.08819037,2.52688172,Male,0,2.359388133,65-74,Low,21-30 min,High (100-119 bpm)
37,36-41,22.91303307,Normal,119.0,21,101,171,67,17.36113323,1.776119403,Female,1,1.774760534,35-44,Very Low,21-30 min,High (100-119 bpm)
27,24-29,22.91760978,Normal,30.0,8,92,188,81,6.624,0.37037037,Male,0,1.281541689,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
60,54-59,27.01685989,Overweight,271.0,28,121,171,79,30.11320269,3.430379747,Male,0,2.360537094,55-64,Low,21-30 min,Very High (120+ bpm)
32,30-35,22.58270917,Normal,61.0,11,100,163,60,8.520563362,1.016666667,Female,1,1.368661852,25-34,Very Low,11-20 min,High (100-119 bpm)
65,60-65,23.0400202,Normal,85.0,17,91,178,73,13.21757379,1.164383562,Female,1,1.584422801,65-74,Very Low,11-20 min,Moderate (80-99 bpm)
74,72-77,25.16514627,Overweight,50.0,9,88,187,88,7.429618564,0.568181818,Male,0,1.318548426,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
39,36-41,24.12879237,Normal,82.0,17,92,159,61,12.21523049,1.344262295,Female,1,1.538379356,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
32,30-35,26.00438276,Overweight,14.0,4,88,185,89,3.320761358,0.157303371,Male,0,1.129804768,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
39,36-41,23.33768443,Normal,26.0,6,87,159,59,4.00955808,0.440677966,Female,1,1.161445199,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
36,30-35,25.49272224,Overweight,80.0,15,98,191,93,14.17616662,0.860215054,Male,0,1.628456533,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
28,24-29,23.95122659,Normal,1.0,2,72,166,66,1.16986153,0.015151515,Male,0,1.031001455,25-34,Very Low,0-10 min,Low (<=79 bpm)
62,60-65,26.02489113,Overweight,128.0,17,103,197,101,17.59733221,1.267326733,Male,0,1.785610524,55-64,Very Low,11-20 min,High (100-119 bpm)
27,24-29,24.72452001,Normal,40.0,14,86,181,81,10.836,0.49382716,Male,0,1.475023295,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
43,42-47,25.59220998,Overweight,38.0,9,90,179,82,7.334861962,0.463414634,Male,0,1.314195705,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
41,36-41,26.73201158,Overweight,30.0,6,92,200,108,5.736552275,0.277777778,Male,0,1.240776065,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
70,66-71,26.75386445,Overweight,198.0,27,102,174,81,24.786,2.444444444,Male,0,2.115827757,65-74,Low,21-30 min,High (100-119 bpm)
78,72-77,24.25867407,Normal,138.0,22,101,177,76,19.37094691,1.815789474,Female,1,1.867082941,75-80,Very Low,21-30 min,High (100-119 bpm)
55,54-59,26.27728508,Overweight,10.0,3,79,183,88,2.22325707,0.113636364,Male,0,1.079390026,55-64,Very Low,0-10 min,Low (<=79 bpm)
40,36-41,26.37167729,Overweight,120.0,20,98,200,113,20.83508579,1.061946903,Male,0,1.934339337,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
47,42-47,23.59700421,Normal,108.0,19,100,171,69,15.78258534,1.565217391,Female,1,1.702248668,45-54,Very Low,11-20 min,High (100-119 bpm)
32,30-35,24.54346238,Normal,177.0,28,107,185,84,27.45879356,2.107142857,Male,0,2.238604677,25-34,Low,21-30 min,High (100-119 bpm)
29,24-29,24.69864963,Normal,12.0,4,85,193,92,3.261165436,0.130434783,Male,0,1.127067181,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
38,36-41,24.11150746,Normal,93.0,17,100,174,73,14.52480637,1.273972603,Female,1,1.64447158,35-44,Very Low,11-20 min,High (100-119 bpm)
69,66-71,24.51559546,Normal,28.0,5,91,184,83,4.145247279,0.337349398,Male,0,1.167678191,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
67,66-71,25.0995016,Overweight,232.0,29,109,167,70,26.44682344,3.314285714,Male,0,2.192119016,65-74,Low,21-30 min,High (100-119 bpm)
78,72-77,27.17391304,Overweight,173.0,24,97,184,92,22.32939157,1.880434783,Male,0,2.002981474,75-80,Low,21-30 min,Moderate (80-99 bpm)
59,54-59,20.85048011,Normal,104.0,17,98,135,38,10.26991373,2.736842105,Female,1,1.449019667,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
37,36-41,23.87152778,Normal,37.0,9,90,192,88,7.598473531,0.420454545,Male,0,1.326304914,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
43,42-47,21.63331531,Normal,36.0,9,84,172,64,6.048,0.5625,Female,1,1.255082667,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
24,18-23,23.14725512,Normal,133.0,22,106,161,60,18.06359433,2.216666667,Female,1,1.807028649,15-24,Very Low,21-30 min,High (100-119 bpm)
32,30-35,22.76146754,Normal,166.0,25,110,161,59,21.12315081,2.813559322,Female,1,1.947571835,25-34,Very Low,21-30 min,High (100-119 bpm)
59,54-59,24.5092207,Normal,217.0,28,105,200,103,29.8377412,2.106796117,Male,0,2.347883549,55-64,Low,21-30 min,High (100-119 bpm)
69,66-71,24.67550027,Normal,121.0,19,103,172,73,16.72061533,1.657534247,Female,1,1.74533783,65-74,Very Low,11-20 min,High (100-119 bpm)
28,24-29,23.87152778,Normal,9.0,4,80,192,88,3.001866086,0.102272727,Male,0,1.115156057,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
64,60-65,23.54788069,Normal,44.0,8,97,182,78,6.853446432,0.564102564,Female,1,1.292081496,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
25,24-29,24.24242424,Normal,62.0,11,103,165,66,9.204535512,0.939393939,Female,1,1.400080662,25-34,Very Low,11-20 min,High (100-119 bpm)
65,60-65,26.21641022,Overweight,41.0,9,85,179,84,7.011340813,0.488095238,Male,0,1.299334501,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
67,66-71,22.94213045,Normal,145.0,23,101,159,58,17.69144092,2.5,Female,1,1.789933483,65-74,Very Low,21-30 min,High (100-119 bpm)
31,30-35,22.86253448,Normal,102.0,19,99,166,63,14.92997465,1.619047619,Female,1,1.663083311,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
25,24-29,23.41311134,Normal,42.0,11,88,186,81,8.712,0.518518519,Female,1,1.377455648,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
62,60-65,22.94811574,Normal,14.0,3,86,167,64,2.064,0.21875,Female,1,1.072074424,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
31,30-35,24.51559546,Normal,5.0,2,83,184,83,1.512331974,0.060240964,Male,0,1.04673311,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
30,24-29,24.97879159,Normal,27.0,6,92,200,106,5.683187838,0.254716981,Male,0,1.238324727,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
67,66-71,24.09972299,Normal,55.0,10,90,190,87,8.394641148,0.632183908,Male,0,1.362877514,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
42,36-41,25.96952909,Overweight,81.0,16,94,152,60,11.64993391,1.35,Female,1,1.512412003,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
46,42-47,23.18367347,Normal,43.0,8,98,175,71,6.606101422,0.605633803,Male,0,1.280719504,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
63,60-65,22.265625,Normal,41.0,8,90,160,57,5.435880793,0.719298246,Female,1,1.226964479,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
21,18-23,20.54988662,Normal,20.0,5,87,168,58,3.312861301,0.344827586,Female,1,1.129441872,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
29,24-29,21.5349084,Normal,63.0,14,92,179,69,10.69893154,0.913043478,Female,1,1.468726945,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
69,66-71,23.53036634,Normal,42.0,8,91,157,58,5.544282821,0.724137931,Female,1,1.231944013,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
71,66-71,23.80879705,Normal,3.0,1,76,181,78,0.671213826,0.038461538,Female,1,1.008095672,65-74,Very Low,0-10 min,Low (<=79 bpm)
